statefip,puma,superpuma,mpop2000,pumapop2000,mpopshare2000,metropuma03
1,"00100","01300",142950,142950,1,1
1,"00200","01100",157952,157952,1,1
1,"00300","01100",184424,184424,1,1
1,"00400","01200",0,118378,0,0
1,"00500","01100",0,184557,0,0
1,"00600","01100",145867,145867,1,1
1,"00700","01300",0,132583,0,0
1,"00800","01701",186479,186479,1,1
1,"00901","01702",103629,103629,1,1
1,"00902","01702",123233,123233,1,1
1,"00903","01702",154204,154204,1,1
1,"00904","01702",177089,177089,1,1
1,"00905","01701",103892,103892,1,1
1,"01000","01200",103459,103459,1,1
1,"01100","01200",0,155066,0,0
1,"01200","01200",112249,112249,1,1
1,"01300","01701",143293,143293,1,1
1,"01400","01300",164875,164875,1,1
1,"01500","01300",47985,128750,.372699,0
1,"01600","01500",39593,129853,.3049063,0
1,"01700","01400",115092,115092,1,1
1,"01800","01400",66066,195592,.3377745,0
1,"01900","01500",201568,201568,1,1
1,"02000","01500",131487,131487,1,1
1,"02100","01600",13473,165395,.0814595,0
1,"02200","01600",198915,198915,1,1
1,"02300","01600",200928,200928,1,1
1,"02400","01600",0,140415,0,0
1,"02500","01400",25764,107010,.2407625,0
1,"02600","01400",88787,137916,.6437759,1
2,"00101","02100",118678,118678,1,1
2,"00102","02100",141605,141605,1,1
2,"00200","02100",59322,109013,.5441737,1
2,"00300","02100",82840,157110,.5272739,1
2,"00400","02100",0,100526,0,0
4,"00101","04301",102745,102745,1,1
4,"00102","04301",109336,109336,1,1
4,"00103","04302",174453,174453,1,1
4,"00104","04302",188935,188935,1,1
4,"00105","04303",152743,152743,1,1
4,"00106","04303",100324,100324,1,1
4,"00107","04302",146150,146150,1,1
4,"00108","04301",116247,116247,1,1
4,"00109","04301",120787,120787,1,1
4,"00110","04301",103499,103499,1,1
4,"00111","04305",169069,169069,1,1
4,"00112","04304",170752,170752,1,1
4,"00113","04304",103984,103984,1,1
4,"00114","04303",183523,183523,1,1
4,"00115","04303",152860,152860,1,1
4,"00116","04306",163902,163902,1,1
4,"00117","04304",143876,143876,1,1
4,"00118","04305",148303,148303,1,1
4,"00119","04305",104352,104352,1,1
4,"00120","04306",189676,189676,1,1
4,"00121","04306",126516,126516,1,1
4,"00122","04306",100117,100117,1,1
4,"00201","04402",130097,130097,1,1
4,"00202","04401",107604,107604,1,1
4,"00203","04401",101880,101880,1,1
4,"00204","04402",136739,136739,1,1
4,"00205","04401",100961,100961,1,1
4,"00206","04401",107307,107307,1,1
4,"00207","04402",159158,159158,1,1
4,"00300","04100",0,166893,0,0
4,"00400","04100",116320,116320,1,1
4,"00500","04100",167517,167517,1,1
4,"00600","04100",0,174747,0,0
4,"00700","04100",160026,160026,1,1
4,"00800","04200",179727,231062,.7778302,1
4,"00900","04200",0,198172,0,0
5,"00100","05100",153406,153406,1,1
5,"00200","05100",157715,157715,1,1
5,"00300","05100",14243,144943,.0982662,0
5,"00400","05200",0,127980,0,0
5,"00500","05200",82148,173057,.4746875,0
5,"00600","05200",50866,102845,.4945889,0
5,"00700","05200",25614,113494,.2256859,0
5,"00800","05200",0,114117,0,0
5,"00900","05300",183133,183133,1,1
5,"01000","05300",178341,178341,1,1
5,"01100","05300",222371,222371,1,1
5,"01200","05400",10209,128934,.07918,0
5,"01300","05400",168318,168318,1,1
5,"01400","05400",17771,101539,.1750165,0
5,"01500","05400",88068,151212,.5824141,1
5,"01600","05500",100742,121491,.8292137,1
5,"01700","05500",23063,108053,.2134416,0
5,"01800","05500",0,114976,0,0
5,"01900","05500",40443,107475,.3763015,0
6,"00100","06010",0,115085,0,0
6,"00200","06010",0,126518,0,0
6,"00300","06010",163256,163256,1,1
6,"00400","06020",0,144574,0,0
6,"00500","06020",0,114318,0,0
6,"00600","06020",203171,203171,1,1
6,"00700","06030",0,116412,0,0
6,"00800","06030",139149,139149,1,1
6,"00900","06030",168660,168660,1,1
6,"01000","06050",124279,124279,1,1
6,"01101","06040",177541,177541,1,1
6,"01102","06040",115251,115251,1,1
6,"01103","06040",165822,165822,1,1
6,"01201","06040",100916,100916,1,1
6,"01202","06040",146373,146373,1,1
6,"01301","06050",146849,146849,1,1
6,"01302","06050",126603,126603,1,1
6,"01303","06050",121090,121090,1,1
6,"01401","06060",127590,127590,1,1
6,"01402","06060",108826,108826,1,1
6,"01403","06060",170602,170602,1,1
6,"01501","06071",133925,133925,1,1
6,"01502","06071",106738,106738,1,1
6,"01503","06072",142880,142880,1,1
6,"01504","06071",169571,169571,1,1
6,"01505","06072",162285,162285,1,1
6,"01506","06072",101082,101082,1,1
6,"01601","06080",135702,135702,1,1
6,"01602","06080",112697,112697,1,1
6,"01700","06080",156299,156299,1,1
6,"01800","06090",0,179291,0,0
6,"01901","06100",110315,110315,1,1
6,"01902","06100",133456,133456,1,1
6,"02001","06100",149825,149825,1,1
6,"02002","06100",170002,170002,1,1
6,"02101","06121",126004,126004,1,1
6,"02102","06121",116435,116435,1,1
6,"02103","06121",106258,106258,1,1
6,"02104","06121",149173,149173,1,1
6,"02105","06122",111307,111307,1,1
6,"02106","06122",119237,119237,1,1
6,"02107","06122",108255,108255,1,1
6,"02108","06122",112147,112147,1,1
6,"02201","06130",136975,136975,1,1
6,"02202","06130",107285,107285,1,1
6,"02203","06130",107054,107054,1,1
6,"02204","06130",109355,109355,1,1
6,"02205","06130",105532,105532,1,1
6,"02206","06130",105194,105194,1,1
6,"02207","06130",105338,105338,1,1
6,"02301","06140",140752,140752,1,1
6,"02302","06140",112191,112191,1,1
6,"02303","06140",100602,100602,1,1
6,"02304","06140",114773,114773,1,1
6,"02305","06140",124010,124010,1,1
6,"02306","06140",114833,114833,1,1
6,"02401","06151",119187,119187,1,1
6,"02402","06151",157015,157015,1,1
6,"02403","06151",125518,125518,1,1
6,"02404","06151",131451,131451,1,1
6,"02405","06152",156293,156293,1,1
6,"02406","06152",130433,130433,1,1
6,"02407","06152",140428,140428,1,1
6,"02408","06153",130230,130230,1,1
6,"02409","06153",181534,181534,1,1
6,"02410","06153",171652,171652,1,1
6,"02500","06110",188856,188856,1,1
6,"02601","06110",138237,138237,1,1
6,"02602","06110",119904,119904,1,1
6,"02701","06161",184797,184797,1,1
6,"02702","06161",135615,135615,1,1
6,"02703","06161",108439,108439,1,1
6,"02704","06162",123403,123403,1,1
6,"02705","06162",104767,104767,1,1
6,"02706","06163",102115,102115,1,1
6,"02707","06163",126866,126866,1,1
6,"02708","06163",126838,126838,1,1
6,"02709","06163",116043,116043,1,1
6,"02710","06163",143990,143990,1,1
6,"02711","06163",100883,100883,1,1
6,"02712","06163",103304,103304,1,1
6,"02713","06162",105055,105055,1,1
6,"02714","06162",100470,100470,1,1
6,"02801","06170",122562,122562,1,1
6,"02802","06170",133040,133040,1,1
6,"02900","06170",151060,151060,1,1
6,"03001","06170",130206,130206,1,1
6,"03002","06170",173730,173730,1,1
6,"03100","06090",210554,210554,1,1
6,"03200","06090",123109,123109,1,1
6,"03301","06180",296056,296056,1,1
6,"03302","06180",131596,131596,1,1
6,"03401","06180",139883,139883,1,1
6,"03402","06180",231872,231872,1,1
6,"03501","06190",105125,105125,1,1
6,"03502","06190",119014,119014,1,1
6,"03503","06190",143882,143882,1,1
6,"03600","06190",129461,129461,1,1
6,"03701","06220",117927,117927,1,1
6,"03702","06220",128754,128754,1,1
6,"03800","06210",247057,247057,1,1
6,"03901","06210",125980,125980,1,1
6,"03902","06210",146717,146717,1,1
6,"03903","06210",141891,141891,1,1
6,"04000","06201",158007,158007,1,1
6,"04100","06201",127743,127743,1,1
6,"04200","06201",128929,128929,1,1
6,"04300","06202",185401,185401,1,1
6,"04401","06201",145990,145990,1,1
6,"04402","06201",108047,108047,1,1
6,"04403","06202",204331,204331,1,1
6,"04404","06202",188687,188687,1,1
6,"04405","06203",166142,166142,1,1
6,"04406","06203",185721,185721,1,1
6,"04407","06203",110436,110436,1,1
6,"04500","06401",118718,118718,1,1
6,"04600","06401",116670,116670,1,1
6,"04700","06401",151088,151088,1,1
6,"04800","06405",100316,100316,1,1
6,"04900","06405",194973,194973,1,1
6,"05000","06405",133936,133936,1,1
6,"05100","06403",115965,115965,1,1
6,"05200","06402",149473,149473,1,1
6,"05300","06406",124283,124283,1,1
6,"05401","06301",162235,162235,1,1
6,"05402","06301",126845,126845,1,1
6,"05403","06301",120285,120285,1,1
6,"05404","06302",131131,131131,1,1
6,"05405","06301",128277,128277,1,1
6,"05406","06302",133680,133680,1,1
6,"05407","06302",159064,159064,1,1
6,"05408","06303",160836,160836,1,1
6,"05409","06303",150282,150282,1,1
6,"05410","06303",156616,156616,1,1
6,"05411","06304",194388,194388,1,1
6,"05412","06304",164698,164698,1,1
6,"05413","06304",233983,233983,1,1
6,"05414","06306",123129,123129,1,1
6,"05415","06305",193704,193704,1,1
6,"05416","06305",228910,228910,1,1
6,"05417","06305",153663,153663,1,1
6,"05418","06306",107542,107542,1,1
6,"05419","06306",156039,156039,1,1
6,"05420","06306",114788,114788,1,1
6,"05421","06307",161383,161383,1,1
6,"05422","06307",119937,119937,1,1
6,"05423","06307",129796,129796,1,1
6,"05424","06307",184246,184246,1,1
6,"05500","06411",112580,112580,1,1
6,"05600","06410",137946,137946,1,1
6,"05701","06409",138799,138799,1,1
6,"05702","06409",196892,196892,1,1
6,"05703","06409",125831,125831,1,1
6,"05800","06403",105080,105080,1,1
6,"05900","06407",107323,107323,1,1
6,"06000","06407",103298,103298,1,1
6,"06101","06401",122141,122141,1,1
6,"06102","06404",142241,142241,1,1
6,"06103","06404",110116,110116,1,1
6,"06104","06404",172377,172377,1,1
6,"06105","06402",159524,159524,1,1
6,"06106","06402",163104,163104,1,1
6,"06107","06403",114547,114547,1,1
6,"06108","06403",110972,110972,1,1
6,"06109","06403",126720,126720,1,1
6,"06110","06406",166971,166971,1,1
6,"06111","06406",128245,128245,1,1
6,"06112","06406",122051,122051,1,1
6,"06113","06408",145553,145553,1,1
6,"06114","06408",137816,137816,1,1
6,"06115","06408",168966,168966,1,1
6,"06116","06407",128144,128144,1,1
6,"06117","06407",130374,130374,1,1
6,"06118","06407",163666,163666,1,1
6,"06119","06408",149972,149972,1,1
6,"06120","06410",110297,110297,1,1
6,"06121","06410",100797,100797,1,1
6,"06122","06410",131712,131712,1,1
6,"06123","06411",140665,140665,1,1
6,"06124","06411",116546,116546,1,1
6,"06125","06411",218389,218389,1,1
6,"06126","06411",108804,108804,1,1
6,"06200","06230",170358,170358,1,1
6,"06300","06230",100916,100916,1,1
6,"06400","06230",111351,111351,1,1
6,"06500","06230",117005,117005,1,1
6,"06601","06230",126049,126049,1,1
6,"06602","06230",127518,127518,1,1
6,"06701","06220",198345,198345,1,1
6,"06702","06220",201002,201002,1,1
6,"06801","06502",191282,191282,1,1
6,"06802","06502",137014,137014,1,1
6,"06900","06504",108724,108724,1,1
6,"07000","06501",126003,126003,1,1
6,"07100","06503",165198,165198,1,1
6,"07200","06504",189594,189594,1,1
6,"07300","06503",143072,143072,1,1
6,"07400","06502",128919,128919,1,1
6,"07501","06503",156600,156600,1,1
6,"07502","06503",181377,181377,1,1
6,"07601","06505",172917,172917,1,1
6,"07602","06505",168193,168193,1,1
6,"07603","06505",187462,187462,1,1
6,"07604","06501",205563,205563,1,1
6,"07605","06501",188133,188133,1,1
6,"07606","06504",200540,200540,1,1
6,"07607","06505",195698,195698,1,1
6,"07700","06601",124966,124966,1,1
6,"07801","06602",111647,111647,1,1
6,"07802","06602",143519,143519,1,1
6,"07900","06602",142381,142381,1,1
6,"08001","06601",288783,288783,1,1
6,"08002","06603",196134,196134,1,1
6,"08003","06602",182040,182040,1,1
6,"08004","06603",196172,196172,1,1
6,"08005","06603",159745,159745,1,1
6,"08101","06701",241025,241025,1,1
6,"08102","06702",124020,124020,1,1
6,"08103","06703",149147,149147,1,1
6,"08104","06702",183293,183293,1,1
6,"08105","06702",210139,210139,1,1
6,"08106","06703",107380,107380,1,1
6,"08107","06701",168125,168125,1,1
6,"08108","06703",227240,227240,1,1
6,"08109","06704",230212,230212,1,1
6,"08110","06704",125132,125132,1,1
6,"08111","06704",139299,139299,1,1
6,"08112","06704",164234,164234,1,1
6,"08113","06705",176440,176440,1,1
6,"08114","06705",172344,172344,1,1
6,"08115","06705",208114,208114,1,1
6,"08116","06705",187689,187689,1,1
6,"08200","06603",142361,142361,1,1
8,"00101","08101",15861,100089,.158469,0
8,"00102","08101",120093,120093,1,1
8,"00103","08102",113143,113143,1,1
8,"00200","08101",118652,118652,1,1
8,"00300","08101",180936,180936,1,1
8,"00400","08102",19872,133491,.148864,0
8,"00501","08102",7499,100755,.0744281,0
8,"00502","08103",133973,133973,1,1
8,"00600","08102",0,147931,0,0
8,"00700","08103",0,119652,0,0
8,"00801","08201",107466,107466,1,1
8,"00802","08201",113092,113092,1,1
8,"00803","08201",107227,107227,1,1
8,"00804","08201",101798,101798,1,1
8,"00805","08203",105982,105982,1,1
8,"00806","08203",110684,110684,1,1
8,"00807","08203",101408,101408,1,1
8,"00808","08204",112814,112814,1,1
8,"00809","08204",103816,103816,1,1
8,"00810","08204",113602,113602,1,1
8,"00811","08204",102959,102959,1,1
8,"00812","08202",117406,117406,1,1
8,"00813","08202",100089,100089,1,1
8,"00814","08202",100910,100910,1,1
8,"00815","08202",142364,142364,1,1
8,"00816","08202",114985,114985,1,1
8,"00817","08203",109722,109722,1,1
8,"00818","08205",100888,100888,1,1
8,"00819","08205",135315,135315,1,1
8,"00820","08205",104775,104775,1,1
8,"00821","08205",106540,106540,1,1
8,"00822","08205",100807,100807,1,1
8,"00901","08103",102268,102268,1,1
8,"00902","08104",101808,101808,1,1
8,"00903","08104",101046,101046,1,1
8,"00904","08104",109251,109251,1,1
8,"00905","08104",102556,102556,1,1
8,"01000","08103",35078,100968,.347417,0
9,"00100","09100",0,182193,0,0
9,"00200","09200",150378,150378,1,1
9,"00300","09300",104315,104315,1,1
9,"00400","09200",154723,154723,1,1
9,"00500","09200",107980,107980,1,1
9,"00600","09300",107081,107081,1,1
9,"00700","09300",111128,111128,1,1
9,"00800","09300",121578,121578,1,1
9,"00900","09400",136364,136364,1,1
9,"01000","09400",0,109091,0,0
9,"01100","09400",128912,128912,1,1
9,"01200","09400",130176,130176,1,1
9,"01300","09500",155071,155071,1,1
9,"01400","09100",123539,123539,1,1
9,"01500","09500",124305,124305,1,1
9,"01600","09500",117335,117335,1,1
9,"01700","09500",117898,117898,1,1
9,"01800","09500",110034,110034,1,1
9,"01900","09100",107271,107271,1,1
9,"02000","09500",123626,123626,1,1
9,"02100","09100",183303,183303,1,1
9,"02200","09600",206179,206179,1,1
9,"02300","09600",236473,236473,1,1
9,"02400","09600",139529,139529,1,1
9,"02500","09600",117083,117083,1,1
10,"00101","10100",150716,150716,1,1
10,"00102","10100",125253,125253,1,1
10,"00103","10100",122063,122063,1,1
10,"00104","10100",102233,102233,1,1
10,"00200","10100",126697,126697,1,1
10,"00300","10100",0,156638,0,0
11,"00101","11100",101578,101578,1,1
11,"00102","11100",106159,106159,1,1
11,"00103","11100",117201,117201,1,1
11,"00104","11100",139614,139614,1,1
11,"00105","11100",107507,107507,1,1
12,"00101","12010",193053,193053,1,1
12,"00102","12010",101357,101357,1,1
12,"00200","12010",117743,117743,1,1
12,"00300","12020",170498,170498,1,1
12,"00400","12020",0,126893,0,0
12,"00500","12020",148217,148217,1,1
12,"00600","12030",35765,118181,.302629,0
12,"00701","12030",171782,171782,1,1
12,"00702","12030",112757,112757,1,1
12,"00800","12040",14437,117907,.122444,0
12,"00900","12040",22259,118302,.188154,0
12,"01001","12040",107751,107751,1,1
12,"01002","12040",110204,110204,1,1
12,"01101","12051",106695,106695,1,1
12,"01102","12051",136875,136875,1,1
12,"01103","12051",105872,105872,1,1
12,"01104","12051",124697,124697,1,1
12,"01105","12051",104611,104611,1,1
12,"01106","12052",101008,101008,1,1
12,"01107","12052",156784,156784,1,1
12,"01200","12052",123135,123135,1,1
12,"01300","12052",140814,140814,1,1
12,"01400","12060",0,120255,0,0
12,"01501","12070",104671,104671,1,1
12,"01502","12070",154245,154245,1,1
12,"01600","12070",0,171430,0,0
12,"01700","12081",130802,130802,1,1
12,"01801","12091",105439,105439,1,1
12,"01802","12091",105089,105089,1,1
12,"01901","12060",192698,192698,1,1
12,"01902","12060",120738,120738,1,1
12,"01903","12060",129907,129907,1,1
12,"02001","12091",154102,154102,1,1
12,"02002","12091",104758,104758,1,1
12,"02003","12091",106336,106336,1,1
12,"02101","12100",155942,155942,1,1
12,"02102","12100",118603,118603,1,1
12,"02103","12100",100779,100779,1,1
12,"02104","12100",100906,100906,1,1
12,"02201","12092",101682,101682,1,1
12,"02202","12093",179736,179736,1,1
12,"02203","12093",129757,129757,1,1
12,"02204","12092",136998,136998,1,1
12,"02205","12092",102607,102607,1,1
12,"02206","12092",141404,141404,1,1
12,"02207","12092",104160,104160,1,1
12,"02300","12093",172493,172493,1,1
12,"02401","12110",150697,150697,1,1
12,"02402","12110",125708,125708,1,1
12,"02403","12110",102295,102295,1,1
12,"02404","12110",105224,105224,1,1
12,"02501","12081",117591,117591,1,1
12,"02502","12081",119444,119444,1,1
12,"02503","12081",107730,107730,1,1
12,"02601","12082",119663,119663,1,1
12,"02602","12082",103249,103249,1,1
12,"02603","12082",113201,113201,1,1
12,"02604","12082",105885,105885,1,1
12,"02605","12083",117145,117145,1,1
12,"02606","12083",109279,109279,1,1
12,"02607","12083",125883,125883,1,1
12,"02608","12083",127177,127177,1,1
12,"02701","12084",138437,138437,1,1
12,"02702","12084",149564,149564,1,1
12,"02703","12084",116729,116729,1,1
12,"02704","12084",147502,147502,1,1
12,"02705","12085",105500,105500,1,1
12,"02706","12085",101490,101490,1,1
12,"02707","12085",133534,133534,1,1
12,"02708","12085",106192,106192,1,1
12,"02801","12140",134394,134394,1,1
12,"02802","12140",129608,129608,1,1
12,"02901","12140",175152,175152,1,1
12,"02902","12140",150805,150805,1,1
12,"03000","12150",141627,141627,1,1
12,"03100","12130",0,193299,0,0
12,"03200","12120",112947,148857,.7587618,1
12,"03300","12120",192695,192695,1,1
12,"03400","12120",126731,126731,1,1
12,"03501","12161",183935,183935,1,1
12,"03502","12161",129888,129888,1,1
12,"03503","12161",110005,110005,1,1
12,"03504","12161",107544,107544,1,1
12,"03505","12162",129324,129324,1,1
12,"03506","12162",107735,107735,1,1
12,"03507","12162",105032,105032,1,1
12,"03508","12162",102811,102811,1,1
12,"03509","12162",154910,154910,1,1
12,"03601","12171",132951,132951,1,1
12,"03602","12171",105683,105683,1,1
12,"03603","12171",104503,104503,1,1
12,"03604","12171",109935,109935,1,1
12,"03605","12172",141829,141829,1,1
12,"03606","12172",174040,174040,1,1
12,"03607","12172",106010,106010,1,1
12,"03608","12172",144356,144356,1,1
12,"03609","12173",112455,112455,1,1
12,"03610","12173",135089,135089,1,1
12,"03611","12173",130089,130089,1,1
12,"03612","12173",102383,102383,1,1
12,"03613","12173",123695,123695,1,1
12,"03701","12130",123148,123148,1,1
12,"03702","12130",128229,128229,1,1
12,"03800","12150",102286,102286,1,1
12,"03901","12150",117247,117247,1,1
12,"03902","12150",105694,105694,1,1
12,"03903","12150",115661,115661,1,1
12,"04001","12181",102123,102123,1,1
12,"04002","12181",104643,104643,1,1
12,"04003","12181",105305,105305,1,1
12,"04004","12181",118445,118445,1,1
12,"04005","12182",137551,137551,1,1
12,"04006","12182",101338,101338,1,1
12,"04007","12182",128514,128514,1,1
12,"04008","12182",125727,125727,1,1
12,"04009","12183",101190,101190,1,1
12,"04010","12183",110054,110054,1,1
12,"04011","12183",158650,158650,1,1
12,"04012","12183",138722,138722,1,1
12,"04013","12184",108940,108940,1,1
12,"04014","12184",111491,111491,1,1
12,"04015","12184",128513,128513,1,1
12,"04016","12184",104501,104501,1,1
12,"04017","12185",117082,117082,1,1
12,"04018","12185",102653,102653,1,1
12,"04019","12185",120654,120654,1,1
12,"04020","12185",27266,106855,.2551682,0
13,"00100","13010",129489,129489,1,1
13,"00200","13010",120031,164135,.7312943,1
13,"00300","13020",0,161774,0,0
13,"00400","13020",0,124728,0,0
13,"00500","13020",153444,153444,1,1
13,"00600","13030",139277,139277,1,1
13,"00700","13040",157697,157697,1,1
13,"00800","13030",137389,137389,1,1
13,"00900","13090",106831,106831,1,1
